1 NAME|2 ROOM|3 IP|4 OS|5 OS version|6 CATEGORY|7 OWNER|8 AUTHORITY|9 BARCODE|10 DESCRIPTION|11 SPARE1|12 SERIAL NUMBER|13 HOSTID|14 HOST STATUS|15 INVENTORY STATUS|16 FIREWALL|17 TRUSTLEVEL|18 RACKINFO|19 POWER UP|20 SUPPORT TEAM|21 UUID|22 COMMENTS
j64c482|ATH233|129.128.16.7|Windows|7|regular|britta|dept|605659|Optiplex 7040||J64C482||CLEAN|active|OK|||5||3450a6fe-2b5e-4786-82bf-ac7a79fe5172|
j67g482|ATH252A|129.128.16.12|Windows|7|regular|sunrose|dept|605664|Optiplex 7040||J67G482||CLEAN|active|OK|||5||7e51df45-83c5-4014-9fee-f46fd106c4ea|
j607482|ATH232|129.128.16.5|Windows|7|regular|sb4|dept|605657|Optiplex 7040||J607482||CLEAN|active|OK|||5||85a2a80c-d8ec-40b0-8e30-0a919a3dd2cd|
j629482|ATH235|129.128.16.8|Windows|7|regular|kberg|dept|605660|Optiplex 7040||J629482||CLEAN|active|OK|||5||74fc78eb-0dc6-41eb-b268-2753964d7c5f|
j657482|ATH252F|129.128.16.11|Windows|7|regular|lholland|dept|605663|Optiplex 7040||J657482||CLEAN|active|OK|||5||b13f2297-612d-4e87-9965-cac970b6de71|
j678482|ATH241|129.128.16.10|Windows|7|regular|dchoi|dept|605662|Optiplex 7040||J678482||CLEAN|active|OK|||5||5a821b7b-b1a2-4637-86a3-f6268dcb1a5a|
j688482|ATH231|129.128.16.6|Windows|7|regular|sharon|dept|605658|Optiplex 7040||J688482||CLEAN|active|OK|||5||a3f61a34-83c0-4054-96d0-94579eb0de45|
jarvie|CSC251|129.128.23.91|Linux|WPS Ubuntu 16.04|regular|dept|dept||OptiPlex 980 i7/860@2.8GHz-8G||9KP1PM1||CLEAN|active||||5||25c1327c-7a63-4107-a6a9-0eaea797d28c|Mainboard replaced Feb 18/11.
joffre|CSC137|129.128.22.80|||cluster||steve||Xeon:E3110-4096||SM46050||CLEAN|active|OK|||5||7ea98fb0-f45b-4969-a458-dd7dcbea4bc5|Steve handles
kakwa-riv|ATH423|129.128.23.119|Linux|Ubuntu 14.04|regular||you|512186|AMD64/DC4600-4096||ACS05397||CLEAN|retired|OK|||5||c48a12a1-d80b-46a4-b2af-3a5a13c25fd2|being surplussed
karim-timecapsule|ATH342|129.128.23.49|||unknown||karim2||5th Gen mid 2013 Time Capsule||||NOP|active|OK|||5||7c95ba93-b369-4d56-ac67-9c883e0de81a|
kikino|CSC211?|129.128.23.154|Linux|Red Hat 9 (Shrike)|regular||lindek||Gen Athlon/2000-1024||2BZS232229||DIRTY|missing||||5||e7c46e1c-cc79-42bf-9d10-e0b9d3a3b06f|
kirriemuir|CSC225|129.128.23.141|Windows|10|regular||lin,anup|361517|i7-4790,3600 16Gb||JD7XV52||CLEAN|active|OK|||5||25ce7e31-3cc6-40f7-b913-37b7511113d4|
lacombe|CSC329|129.128.4.138|MacOS|10.6|regular|dept|tst||Mac||||CLEAN|active|OK|T|C|5|SA1|c1befc6c-2f33-4da5-b35f-d62e20fe39f3|TST managed server, od2
lacorey|ATH359|129.128.4.94|Linux|WPS Ubuntu 16.04|regular|greiner|greiner|549772|Dell OptiPlex 990||50ZFJS1||CLEAN|active||||5||9a4b579a-3eb3-42dd-b3de-1ba84d0693b5|
lafond|ATH354|129.128.4.61|Linux|WPS Ubuntu 16.04|regular|you|you|706799|ThinkCentre M910, Core i5||MJ05F3N9||CLEAN|active||||5||eabe568c-4ee9-412f-b4b7-7f2d7c1a72f0|
lamont|ATH340|129.128.4.80|Linux|Ubuntu 10.04 LTS|regular|paullu|paullu|467913|AMD XP3000-1024||ACS04614||NOP|active|OK|||5||8bcfdf94-c435-45de-b996-3263ed7a2193|Paul Lu powered off, not in use at this time
lanparty|CSC139|129.128.184.220|OpenBSD|5.6|regular|dept|tst||Dell PE 850 P4 80547/2.6-512||775D5B1||CLEAN|missing||T|B|5||a6a8fd20-266d-477b-9204-163e10665fcd|TST managed server - lanpartygw
lasthenia|CSC259B3?|129.128.23.214|Windows||regular||stroulia||Core2/T7400/2.16-2048||L3-4N8N9||DIRTY|missing||||5||d3b025df-7e4c-41df-bf41-4ddf692b7aa6|Rene - please check
lavoy|CSC143|129.128.4.137|Windows|7|regular|||527271|Dell 755||9950RF1||CLEAN|missing||||5||dec7b1e8-e3e7-4131-911e-d7e4ce9bd19c|
la-nonne|CSC329|129.128.22.89|MacOS|10.6|regular|dept|tst||Xeon2.26GHz-6144||H09410JN10S||CLEAN|active|OK|T|C|5|SA1|e40a2ef7-5d17-41d3-b4e1-14777f3b24ac|TST managed server, open directory master
leedale|CSC211|129.128.23.84|Linux|WPS Ubuntu 16.04|regular||jonathan,mburo|549722|Dell OptiPlex 990||5167JS1||CLEAN|active||||5||52574691-14e4-4f98-8774-655a44252287|
lindale|CSC251|129.128.23.215|Linux|WPS Ubuntu 16.04|regular||amaral,paullu,jonathan|549723|Dell OptiPlex 990||5109JS1||CLEAN|active||||5||77e01c39-2a68-4306-8eb7-ea64115b21b5|
linden|ATH302|129.128.4.126|MacOS|10.10|regular|stewart|stewart|no-tag|iMac (27 inch, Late 2015)||C02S33HTGG7L||CLEAN|active|OK|||||41a9493a-8cac-4c22-8519-16f55b028dd0|
lobstick|GSB175|129.128.243.14|Linux|Ubuntu 20.04|regular|gkondrak|kali2||ASRock S2066 C422,Xeon W-2255,8x16GB,2xRTX 3090||||NOP|active||||5|SRIT|0435b213-af69-4921-af27-4b0720fa7779|Support provided by AMII too
lonestar|CSC353|129.128.25.12|Linux|Ubuntu 14.04|regular|jag|jag||||||NOP|active||||5|SRIT|0d266f73-9055-4f9d-b039-e997ec16c5af|may not be SA1's responsibility
looma|CSC225||dual-boot|Windows 10 & Ubuntu 14.04|regular||lin,anup|361520|i7-4790,3600 16Gb||JD7YV52||NOP|active|OK|||5||aa282150-3aae-453f-afab-4114dcb03dfa|On NAT.
lousana|CSC211||Windows|7 Pro|regular||jonathan|no-tag|Q8300/2.GHz-8192||MXX9510CQF||NOP|missing||||5||65498fc3-3986-4895-aeb7-19a62aff22a4|Moved to UWS
lubicon|CSC353|129.128.25.30|Linux|Ubuntu 14.04|regular|jag|jag|448709|||ACS03834||NOP|active||||5||8d223e20-9b54-470a-bf58-e2a6644d107b|This is an old case that was reused, so the UofA tag and S/N aren't really very meaningful
mackay|ATH217|129.128.23.31|Linux|WPS Ubuntu 16.04|regular|carolyn|carolyn,rod|549721|Dell OptiPlex 990||5135JS1||CLEAN|active||||5||8dffe2cb-b4a4-4a8b-b99d-f6592c424706|
madden|CSC211|129.128.23.26|Linux|WPS Ubuntu 16.04|regular||jonathan,mburo|549761|Dell OptiPlex 990||5122JS1||CLEAN|active||||5||08eb2870-f23f-42fa-a593-9aabde4bbaa0|
magellan|CSC205|129.128.23.44|Windows|10 Education|regular||hasell,zaiane|no-tag|Optiplex 990, Core i7 2600 @ 3.4 GHz, 16 GB RAM, 500 GB HDD||JWDDVR1||CLEAN|active||||5||90803bcc-dded-4f0e-b029-877f09e3c087|
mannville|ATH347|129.128.4.163|MacOS|10.5.8|regular|goebel|goebel|438971|Apple G4/933-512||XB2051NXM8G||NOP|missing|OK|||5||8c1cb2a1-a985-4e20-a3a4-2cd8f445f7c8|Moved to NAT
maple|GSB175|129.128.243.166|Linux|Ubuntu 18.04|regular|karim2|karim2|718589|Thinkmate AS-1023US-TR4||S267675X8432827||CLEAN|active|OK||F17|5|SRIT|1814845e-b79b-43fa-830d-ad36c71bccdc|Support account: srit
mariana|ATH202|129.128.23.188|Linux|Ubuntu 12.04|regular|rod|rod||HP d79008C/E8400/160hq/2U/7k US||CAC95001J5||CLEAN|retired|OK|||5||b97c4935-1ece-4764-bbf2-639d7d947de7|
marion|CSC305A|129.128.22.25|||cluster||steve||Opteron/250-16384||ACS04802||CLEAN|active|OK|||5||fe2b60ae-d06b-46ca-9015-6dad43f863f8|Steve handles. Currently powered off (Jan 2018).
markerville|CSC133|129.128.23.75|Windows|7|regular||hasell,zaiane|361505|i5-4460-8192||18096520||CLEAN|active|OK|||5||d49d045e-1d70-4fe6-b802-de1603e77a30|Rebuilt prior to move from subnet 184 to 23.
marlboro|CSC132|129.128.29.238|Linux|WPS Ubuntu 16.04|regular|dept|tst|549707|Dell OptiPlex 990||514BJS1||CLEAN|off||||5|WPS|f156dddb-ecec-4643-98b5-71cedb4eefd6|UGrad
marten|ATH438|129.128.4.30|Linux|WPS Ubuntu 16.04|regular|kondrak|kondrak||Dell OptiPlex 790 i5-2400/4086||6GHSJQ1||CLEAN|active||||5||a2f5a332-6445-4d92-8982-d19fa2e32422|
marwayne|ATH358|129.128.4.86|MacOS|10.9.4|laptop|duane|duane||Apple laptop||serial||CLEAN|active||||5||c6b16368-2720-4479-a956-074fa4f5d9fb|Monitor is TAG# 482528
mayatan-lk|ATH352|129.128.4.101|MacOS|10.6|regular|amaral|amaral||Mac mini Mid 2010 Core2 Duo @2.4GHz-2048||C07D40DSDD6L||CLEAN|active|OK|||5||801372c4-b58d-4a87-b925-6a90e4ff361b|
maya|CSC301|129.128.25.133|Linux|Ubuntu 14|regular||jag|477314|X3350/4192||||CLEAN|active|OK|||5||736cb6c3-889d-4622-92f2-e2aa28c89c27|
mayerthorpe|CSC147|129.128.25.63|MacOS|unknown|regular|rltaylor|pierreb|473449|Mac G5-1280||XB3352AM||DIRTY|stalled||||5||a3cad7fa-3ac0-49f2-80f6-fd751a2f4a04|Walter will scan and let us know.  Was missing mouse.
mburo-lt||129.128.4.66|||laptop|mburo|mburo||Laptop||serial-no||DIRTY|missing||||5||793ceb3a-9fb6-497f-a044-b99139a3a947|off campus?
mclennan|CSC132|129.128.4.238|MacOS|10.11|regular|dept|dept||"iMac 27"", Core i5 2.7 GHz, 12 GB RAM, 1 TB HDD"||D25GR0AKDHJV||CLEAN|active|OK|||5||00812b57-389f-41e1-82df-8cd249e7c63e|Munki installed.
meanook|CSC225|129.128.23.57|Windows|7|regular||lin,anup|537347|Opti E8200-4096||CRT1XG1||CLEAN|active|OK|||5||f4ddff58-f9ed-4770-ac77-aaf070949d94|
medserver|CSC147|129.128.184.96|||unknown||pierreb||||||NOP|active||||5||1b967524-83b8-4bdb-b5ec-9a341e1f43d7|
mega-rv|ATH215|129.128.23.158|MacOS|10.6|regular|smir|smir|528103|iMac24/2.8GHz-204iMac24/2.8GHz-2048||YM8336127E4||CLEAN|missing|OK|||5||553a9ecd-cb41-4a87-8b8b-1ae9107a7c8e|Reinstalled
meikle|ATH415|129.128.23.103|Linux|WPS Ubuntu 16.04|regular|jdavidso|jonathan|549768|Dell OptiPlex 990||5164JS1||CLEAN|active||||5||6b8699cc-a40a-4671-8c50-d34d6142b71a|
melanoma|CSC205|129.128.184.68|||regular|zaiane|hasell,zaiane|no-tag|Dell PowerEdge T330, Xeon E3-1220 v5 @ 3.00 GHz, 8 GB RAM||HWJGJB2||NOP|active||||5||3ae6d1db-bee1-4166-9d12-2fa8b68adc97|Server for the AICML melanoma project.
melco|GSB175|129.128.243.3|Linux|Ubuntu 18.04|regular|zaiane|zaiane|728379|Thinkmate XT24-2460V4-10GPU||S240227X8900342||CLEAN|active|OK||F16|5|SRIT|ae916436-900c-49fb-b53e-15e09d36770c|Support account: srit
melissa|GSB175|129.128.243.4|Linux||regular||stroulia||IBM||CWVSWC1||CLEAN|active|||F17|5||7683ac9f-1dfc-4100-a921-66ab457af5b8|
menaik|CSC329|129.128.4.241|Linux|CentOS 5.2 (Final)|regular|dept|dept,steve|508559|Dell PE 860 Xeon 3050-2048||DV2BWC1||CLEAN|active|OK||B|5|SA1|fd937d0a-ecb9-4463-b602-5756deb7296d|Steve handled
michichi||129.128.23.89||||||||||||retired||||5||74869f57-edde-4964-a26c-b45708a854a6|
mildred|CSC351|129.128.25.42|Linux|WPS Ubuntu 16.04|regular|rkube|zhang|549705|Dell OptiPlex 990||5118JS1||CLEAN|active||||5||88f8b7f4-54c4-491c-90c8-b0cd8279fe5b|Waiting on BIOS password reset
millet|ATH150|129.128.4.95|MacOS|10.5|regular|enright|tony|445498|iMacG4/700-256||QT22259EL3V||NOP|active||||5||6cef2f33-9512-4a5a-b90b-4e08a44ac979|
mininet-laptop|ATH122|129.128.23.30|Windows|10 Professional|regular|||no-tag|Dell Precision M4700 i7-3840QM 2.8 GHz, 32 GB RAM||||CLEAN|active||||5||2b204397-21c0-4542-8371-9dadcb8cad49|
mininet-vm|ATH122|129.128.23.20|Linux|Ubuntu 14.04 Server|virtual|hanvari|hanvari|no-tag|Dell Precision M4700 i7-3840QM 2.8 GHz, 32 GB RAM||||NOP|active||||5||56df19c6-661e-412b-940a-cb8937e390b2|
ministik|CSC355|129.128.23.87|Linux|WPS Ubuntu 16.04|regular|miyoung2|tst||Dell XPS 8500 i7-3770 3.4GHz-8192||FF12QS1||CLEAN|active||||5||9b675431-43c8-4dd3-af06-33522ee91784|
mint-dev|launch-dev|129.128.22.151|Linux|Slackware 12.2.0|alias|dept|gordon||||||CLEAN|retired||||5||f3d6fa37-cd85-4262-b0b4-ec8478e306cd|
mint-mon|CSC329|129.128.22.154|Linux|Cent OS|regular||steve|474864|P4/2.67GHz-3072||H8J2F1X||NOP|spare|||D|5||c5d71e31-2b4d-4990-9f06-8beb1ceffbd8|Steve wants it as his spare maybe to make redundant neapolis
mirror|CAB311A|129.128.22.12|Linux|Ubuntu 12.04|regular|dept|tst|479279|atipa P9245 Dual Opteron 250 @2GHZ-8192||2008324||CLEAN|retired||||5|SA1|0a32d1ec-5328-4cf4-a1bf-df1200a72902|TST managed server
mizar|CSC329|129.128.184.75|||regular|rudnicki|rudnicki,steve||||SM54879||NOP|active|||B|5||5235610b-1f1f-47a3-adcf-e6b85a6f243e|Steve handles
mmg1|GSB315|129.128.243.170|Linux||regular|locheng|locheng||TYAN Server||||CLEAN|active|OK|||5||95ce6011-939e-4662-a406-66a031b1ed8f|GPU server for MMRG
mmueller-lt|ATH345|129.128.4.56|MacOS|10.6.5|laptop|mmueller|mmueller||Mac Powerbook G4/867MHz||QT2440EK-N4L-ff0d||CLEAN|active|OK|||5||b5d6f156-5f2b-43d5-bf97-a7c035e9b80b|Willing to move to NAT once printing works.
montagneuse|CSC305|129.128.23.155|MacOS||regular||hasell,zaiane|467908|PowerMac G5 1.6GHz-256||XB415020NVQ||NA|retired||||5||5b90c64d-d5b2-429b-93ee-f66069d17c3d|Retired sitting in the lab but will not be reconnected
morecame||129.128.23.159|MacOS|10.5|laptop||tst|461431|Apple iBook G4-1024||UV34593GQE4||CLEAN|missing||||5||7fe5320e-cd93-4417-a15f-a2ee0a9c95ee|
morley||129.128.4.75||||||||||||retired||||5||a0ea2ff0-c9f1-4bdc-a547-fc5bfbe7a1a3|
morningside|CSC205|129.128.23.178|Linux|WPS Ubuntu 16.04|regular|||482519|AMD64/3400-2048||ACS05087||CLEAN|spare||||5||4fd0b57a-9db1-4669-abfd-d56c4f2f76f2|
morrin||129.128.16.169|Windows|XP Pro|regular||dept|526143|Dell OptiPlex 755:Core2/2.66-2048||JT9???||CLEAN|missing||||5||754a7ef2-bf0f-436c-aded-6baa8923cb54|missing - last seen ATH252
mstrobl-desktop|ATH424|129.128.184.16|Linux|Ubuntu|regular||mstrobl||AMD Ryzen 7 2700X-16G||||NOP|active|OK|||5||aa937f85-6bf4-419c-a465-0ba38fc0bed7|TASK0245042
mtu18nv|CSC329|129.128.41.236|Linux|WPS Ubuntu 16.04|regular|dept|tst|549724|Dell OptiPlex 990||50Z7JS1||CLEAN|active||||5|WPS|299a0959-bff6-49ca-ba0e-c90b5c895faf|UGrad
mtu18|CSC329|129.128.41.235|Linux|WPS Ubuntu 16.04|regular|dept|tst|549715|Dell OptiPlex 990||511GJS1||CLEAN|active||||5|WPS|21426d84-0933-41fc-adb4-b9d215462bfb|UGrad
mtu16nv|CSC329|129.128.41.234|Linux|WPS Ubuntu 16.04|regular|johnb|tst||Dell OptiPlex 990||515BJS1||CLEAN|active||||5||3a7996ba-eeff-46ee-a4ee-b8eae004bd1c|Ubuntu 16.04 Nvidia spec box
mtu16|CSC329|129.128.41.240|Linux|WPS Ubuntu 16.04|regular|dept|tst|513778|ACS06172||||CLEAN|active||||5||beba4fc6-24d8-43b9-914f-6f9d31bfbacb|Ubuntu 16.04 Generic spec box
mulhurst|ATH345|129.128.4.84|MacOS|10.10|regular|mmueller|mmueller||iMac/4GHz-16384||C02PQ043FY14||CLEAN|active|OK|||5||acc4e86f-1415-4f84-aace-6242eba4b830|
mundare|ATH220|129.128.4.82|MacOS|10.8|regular|mn|mn|524170|iMac/2.8GHz-2048||K874212HZCT||CLEAN|active||||5||61274bbb-cecb-47c6-bd40-17461512ccf7|To be used by guests
muriel1|GSB175|129.128.21.243|Linux|WPS Ubuntu 16.04|regular||mmueller||Xeon E5420QC/2.5G-12288||SM40022||CLEAN|active|||F14|5|SRIT|02864433-bf34-4e1e-bc40-0d820deff6b9|same as for muriel
muriel-c1|CSC329|192.168.85.128|||cluster||steve,mmueller||||SM45398||NOP|missing|||C|5||5b5f300f-4e51-465d-95d8-d539cb83792e|Belongs to chinook cluster, Steve to check
muriel|GSB175|129.128.21.242|Linux|WPS Ubuntu 16.04|regular||mmueller||Xeon E5420QC/2.5G-12288||SM39482||CLEAN|active|||F14|5|SRIT|860ead16-d187-4f47-870a-62d03c716b70|limit users (gogroup and planninggroup)
myria|ATH452B|129.128.184.46|Linux|Ubuntu 14.04|regular||stroulia,hzhang3|510243|E6600-8196||ACS06090||NOP|active|OK|||5||7b85b006-85b2-47db-84be-a39ed52e1099|was formerly kinsella
myrnam|CSC243|129.128.159.136|||regular|emarkus|jonathan|420265|Mac G4/400||XA0320BHJ3C||DIRTY|missing||||5||339a2af8-d489-4f1e-aad2-df35813330ef|Could not power on
namur|ATH322|129.128.4.68|Windows|Windows 10 Pro|regular|yannis|||i7-8700-64G|||||active|OK|||5||817e88ef-e75e-4ee8-b185-631ef32fdd62|
nathan|CSC353|129.128.184.133|Linux|Ubuntu 18.04|regular|||||||||active|OK|||5||ef8c331f-2c25-42ab-90de-6a56651adcde|port 353-11 moved to wild west as per TASK0217380
nathan-g5|CSC245|129.128.159.138|MacOS|10.4.11|regular|nathanst|nathanst|467900|Mac G5/1.8GHz-1Gb||XB3410B4NVS||DIRTY|missing||||5||a02026a5-0756-4610-846e-9c3a63a5051e|
nat-gw|ATH218|129.128.184.5|OpenBSD|4.5|regular|dept|tst|503217|Dell PE 850 P4 80547/2.13G-4096||775D5B1||CLEAN|retired||T|F|5|SA1|96c3e66a-5d9e-483a-8cee-664f10935efe|Powered off
nazim-acer|CSC259|129.128.23.51|Windows|10 Home|regular|nazimudd|nadi||Acer Aspire R14||R3-471T-5448||NOP|active||||5||43245f0a-aa95-4538-a33a-171ae96d2088|
neapolis|CSC231|129.128.22.253|Linux|Scientific 4.2 (Beryllium)|regular||steve||Dell PE 1750||||CLEAN|active|OK||B|5||e101b06d-8c10-4c54-8b09-f14b4917ce04|Steve handled
nebula|CSC353|129.128.184.48|||regular||zichen2||||||NOP|active||||5||ca57955d-87a0-4656-8509-d1f09632a87d|
sarah|CSC353|129.128.184.49|Linux|Ubuntu 18.04|regular|zichen2|||Threadripper 2950X-128||||NOP|active||||5||39072958-ad1e-4877-bbd9-93f048143b41|
neerlandia|CSC341||||regular|dept|steve||Optiplex 780, Core 2 Duo E7500, 2 GB RAM, 160 GB HDD||3YB8NM1||CLEAN|active||||5||f93c9b74-c8af-4529-908d-5f4191f2a805|
netera-e5|CSC295A|129.128.184.15|||regular||cybera||||||NOP|active||||5||ef047b75-9f2b-4efe-87b0-10967f948ad7|barton.satchwill@cybera.ca
nevis|129.128.25.130|||||||||||||retired||||5||aa26da70-31ae-4a1a-aca1-48aa0af22d63|
new-czar|GSB175|129.128.21.17|Linux|Ubuntu 20.04|regular|tst|tst||||||CLEAN|active||T||3||2b0f27db-6ed4-4dc8-9197-6f8aeca06854|TST managed server
new-sedgewick|IST VM|129.128.21.206|Linux|RHEL Server 7.4|virtual||AppHosting|NA|VM|||||active||||5|SA1|73e9e220-5e71-4ef5-aa85-1a15685ac41c|
new-ssrga|melissa|129.128.243.5|||virtual|dwt|stroulia||||||NOP|active||||5||1e7aaa15-4b17-4428-998d-50ab04cea862|
new-ssrgb|melissa|129.128.243.6|||virtual|dwt|stroulia||||||NOP|active||||5||56642300-fb3c-40f1-8f10-26d944528de6|
new-ssrgc|melissa|129.128.243.7|||virtual|dwt|stroulia||||||NOP|active||||5||fb9bd61f-850a-4e14-88d5-fab62fcfff7d|
new-ssrgd|melissa|129.128.243.8|||virtual|dwt|stroulia||||||NOP|active||||5||33386fae-6a27-49f3-bd07-4e1f57bdbbce|
newbrook|ATH437|129.128.25.214|||||macg,networks|431945|PIII/800-512||PS128495||DIRTY|retired||||5||0c7d484f-527a-44a3-a2dd-39818d857d36|unplugged, out of service, data needs to be removed, then surplus
newfs2|GSB175|129.128.21.42|Linux|openSUSE 42.3|regular|dept|tst|720555|Dell R6415||HW7Q0T2||CLEAN|active||T|F18|5|SA1|2e9b8e8d-090c-4df3-b24a-8be37a8abb38|
newfs2|GSB175|129.128.21.43|Linux|openSUSE 42.3|regular|dept|tst|720554|Dell R6415||HW7R0T2||CLEAN|active||T|F18|5|SA1|77214175-1243-4a4a-a058-4e87f0ead325|
newnorway||129.128.25.153||||||||||||retired||||5||5eacb03a-721f-4005-b61c-3feeb2322233|
newsarepta|CSC315|129.128.4.69|Windows|7|regular|dept|dept|no-tag|Dell 755||3GC7HH1||CLEAN|spare||||5||df60037a-5bab-4103-a3c2-68a094495507|
ni23-165|CSC165|129.128.23.250|||network|dept|steve|406483|NetIron||02915c||CLEAN|missing||||5||505a94d4-932e-4799-a78a-1ea12497dd3a|Switch
nicot-lk||129.128.23.59||||||||||||retired||||5||e2319845-e7fd-4d47-8c42-667e92a2151d|
nilrem|ATH406|129.128.4.131|Windows|7|regular|nray1|nray1||i7-920/2.66GHz-12288||DCLHBK1||CLEAN|active|OK|||5||581d0d7e-f75d-45e2-8faa-8f0c4a97f340|
niton|ATH437|129.128.25.13|Linux|Ubuntu 14.04|regular||netgroup|497681|AMD64 X2 4400+ 2.2GHz, 3GB, 250GB||ACS05641||CLEAN|surplus||||5||9dc3dbe9-5ff1-4c89-9979-8243c71fecad|Yannis will replace niton this summer (2017) and wants the same hostname and IP. Leaving this record in place for now.
nojack|CSC329|129.128.29.236|Linux|openSUSE 13.1|regular|dept|tst|549748|Dell PE R310||899FJS1||CLEAN|active|||B|5|SA1|37a85339-39da-41f6-a9f1-9b228d49f7c3|TST managed server
nordegg|ATH252D|129.128.4.70|MacOS|10.5.8|regular|macg|macg|513631|MacPro/2x2.66-16384||G8723536UPZ||CLEAN|active|OK|||5||6e4afcfc-0666-4082-9e3b-243a3fad3804|
northstar||129.128.25.180||||||||||||retired||||5||335cffa8-38f4-4c52-961a-07beffe5315f|
notecc|CSC351|129.128.184.106|Linux|Ubuntu 16.04|regular||ktgordon||||||NOP|active||||5||41cb2c62-66ac-48e0-8cef-53b30975843c|
oardakan-desktop|ATH321||MacOS|10.12|regular|oardakan|oardakan|586225|iMac 27 2017||C02V424RJ1GN||CLEAN|active|OK|||5||1dabaa3d-31db-4545-ba17-c883a958ae59|On subnet 4
odb1|IST VM|129.128.21.98|Linux|Ubuntu 16.04|virtual||IApps|NA|VM||||CLEAN|active||||5|SA1|79418a7a-ebbc-4446-9b44-37bbba748403|
odb2|||Linux|Slackware 12.2.0|regular|dept|tst|510096|Dell PE 2950 Xeon/5130||12LYYC1||CLEAN|retired||T|B|5|SA1|d40f756e-d527-4e6b-b837-56b02b9c7850|TST managed server
odyssey|ATH338|129.128.23.133|||regular|bulitko|bulitko||PlayStation 4||||NOP|active||||5||bcc22715-1f83-4b78-aa78-bccb5454a83c|
ohaton|GSB175|129.128.243.70|Linux|WPS Ubuntu 16.04|regular||dept||Xeon/X5687x2-148842||||CLEAN|active|||F15|5|SRIT|10a5c551-7005-4c42-a324-6be5de158c05|
ohaton-old|GSB175|129.128.243.67|Linux|WPS Ubuntu 16.04|regular|dept|tst|no-tag|Dell 2950||3CR3DG1||CLEAN|retired|||F17|5|SA1|b1a4cc46-c562-4069-b5e7-412686c6b83b|TST managed server,replaced by a bigger machine
old-onoway|CSC231|129.128.4.128|Linux|RHEL Server 5.11|regular|dept|shauna,carolyn,rod|537334|Dell PE R300 Xeon X3323/2.5GHz-4096||GMTZ3J1||CLEAN|retired||T|C|5|SA1|c887bc17-c0d2-445e-8e08-f4f08a23e8f0|RHN# 1017908131, replaced by csora-app & csora-db1
old-warburg|CSC231|129.128.22.37|Linux|RHEL Server 5.11|regular|dept|tst|510057|Dell PE 2950 Xeon/5110-8192||17506C1||CLEAN|retired||T|B|5|SA1|66804d49-d712-4534-809d-babdd5be58a8|RHN# 1018073815
old-webdocs-4|CSC231|129.128.4.217|Linux|RHEL Server 5.11|regular|dept|tst||||||CLEAN|retired||T|B|5|SA1|7481bc3d-7a0d-4ca0-9f07-687d7a2967b3|RHN# 1019100174
old-webdocs|CSC231||Linux|RHEL Server 5.11|regular|dept|tst||||||CLEAN|retired||M|B|5|SA1|d6740945-99e7-43b7-97e7-eb8c5b707455|RHN# 1019100174
otrs-dev|launch-dev|129.128.22.145|Linux|Slackware 12.2.0|alias|dept|tst||||||CLEAN|retired||||5||0e6e2725-bfb5-4494-a602-12ac1230056f|
palisade|ATH340|129.128.4.99|MacOS|10.9.5|regular|paullu|paullu||iMac 3.5GHz i7/32768||D25MD1MLF8JC||CLEAN|active|OK|||5||1f7de8d5-90ff-46b6-a0d2-0b45a334b1ef|
peace-riv|CSC205|129.128.23.180|Linux|Scientific 5.1 (Boron)|regular||hasell,zaiane|469204|AMD/MP2800-2048||ACS04720||DIRTY|missing||||5||454666d6-2d90-4324-8de2-29c9f50035b0|
peers|CSC251|129.128.23.249|Linux|WPS Ubuntu 16.04|regular||amaral,paullu,jonathan|513784|AM2-X2-4800-4096||ACS06174||CLEAN|retired||||5||4a6f2ad3-a403-4322-9b4c-852bcae60f44|
pendryl|CSC265|129.128.25.38|Windows|7|regular||yang|528946|PWST7400/E5405-4096||9DS0JF1||CLEAN|active|OK|||5||788900f9-1830-4365-88d2-6319e26f8612|
penhold|CSC251A||AIX|5.1.0.0|regular||amaral,paullu,jonathan||IBM P610/1024||10733AA||NA|missing||||5||a69d6b9f-a95e-44aa-9dd0-160199d8c258|not online
peoria|CSC261|129.128.23.58|Windows|7|regular|lin|lin,anup|537349|Opti E8200-4096||DRT1XG1||CLEAN|active|OK|||5||64fc0425-1f22-46c2-bfb3-a69069e33020|Was sunnynook
